pedido_id,producto_id,producto
1746,1228,Lampara sun hr-04 uv/led 248w - pink
1747,1228,Lampara sun hr-04 uv/led 248w - pink
1748,1228,Lampara sun hr-04 uv/led 248w - pink
1749,135,Sany Spary Rose 240ml
1749,940,43 CHOCOLATE CLARO
1749,1228,Lampara sun hr-04 uv/led 248w - pink
1750,822,UVA
1750,940,43 CHOCOLATE CLARO
1750,1228,Lampara sun hr-04 uv/led 248w - pink
1751,1228,Lampara sun hr-04 uv/led 248w - pink
1752,1204,Gel Bunny
1753,1204,Gel Bunny
1753,1044,BASE TRASLUCIDA CANDY 04
1754,1204,Gel Bunny
1755,157,Limaton 100/100
1755,105,Natural Shine
1755,1204,Gel Bunny
1756,1204,Gel Bunny
1757,1204,Gel Bunny
1757,86,MONOMERO PIÑA WAPIZIMA
1758,960,58 BILE
1758,372,CLIP REMOVEDOR DE GEL MARIA CIBELES
1758,314,14 BUGAMBILIA GC NAILS
1758,719,PINCEL ONE STROKE #1
1759,372,CLIP REMOVEDOR DE GEL MARIA CIBELES
1759,221,Sales Minerales De Limon 1kg
1760,500,JELLY SPA PERA PASO 2
1760,857,PLATA
1760,628,Primer Adherente Mc
1761,799,VERDE FLAKE
1761,784,ROSA SALMON
1762,372,CLIP REMOVEDOR DE GEL MARIA CIBELES
1762,748,Pododisco 15mm
1762,960,58 BILE
1763,154,Jelly Cherry Pop 1 y 2
1763,826,GEL BUILDER
1763,79,LUZ DE LUNA OJO DE GATO
1764,135,Sany Spary Rose 240ml
1764,822,UVA
1764,940,43 CHOCOLATE CLARO
1765,605,PINCEL Mc Lainer #1
1765,834,HELLO BLING UP VOL1
1766,1228,Lampara sun hr-04 uv/led 248w - pink
1767,1228,Lampara sun hr-04 uv/led 248w - pink
1768,1228,Lampara sun hr-04 uv/led 248w - pink
1769,1228,Lampara sun hr-04 uv/led 248w - pink
1770,834,HELLO BLING UP VOL1
1770,605,PINCEL Mc Lainer #1
1770,1162,GEL PLATA LUMISTIK
1771,1228,Lampara sun hr-04 uv/led 248w - pink
1772,418,Dreams Rubber Gel 7 12ml Mc
1772,140,Top Coat Tokio
1773,1228,Lampara sun hr-04 uv/led 248w - pink
1774,797,FLAKE ROJO
1774,789,AZUL CRAYOLA
1774,79,LUZ DE LUNA OJO DE GATO
1774,306,T.11
1775,1056,CARACOLA MAR
1775,67,Hoja Extra Fina Dorado
1466,4,150/150 Wapizima
1776,472,GODETE De Porcelana Grande Mc
1776,48,DIOSAS SELENE 1oz
1776,454,FORMA ESCULTURAL (VERDE) CHICA 100 PZAS
1777,571,Mostrario Cristal
1777,533,Long Sharp Tips Punta De Lanza Natural
1777,595,PASO 2 JELLY FRESA
1778,838,RUBBER FAIREST NUDE
1778,352,BOMBA JELLY MANGO MC
1779,1204,Gel Bunny
1780,571,Mostrario Cristal
1780,1045,BASE TRASLUCIDA MILK 08
1780,1204,Gel Bunny
1781,65,Glitter Rose Coleccion
1781,594,PASO 2 JELLY DE MANGO TROPICAL
1781,15,Atenea Diosas Coleccion
1782,1204,Gel Bunny
1782,15,Atenea Diosas Coleccion
1783,1228,Lampara sun hr-04 uv/led 248w - pink
1783,355,BOND 2 ADERENTE GC
1784,1228,Lampara sun hr-04 uv/led 248w - pink
1785,838,RUBBER FAIREST NUDE
1785,389,Carving Building Gel Latte Gel Solido
1786,1204,Gel Bunny
1786,1228,Lampara sun hr-04 uv/led 248w - pink
1787,1228,Lampara sun hr-04 uv/led 248w - pink
1787,1204,Gel Bunny
1788,1228,Lampara sun hr-04 uv/led 248w - pink
1789,1228,Lampara sun hr-04 uv/led 248w - pink
1790,514,LIMA COBA MC 180/180
1791,1228,Lampara sun hr-04 uv/led 248w - pink
1792,1228,Lampara sun hr-04 uv/led 248w - pink
1793,622,Pincel SUPREME #4 3d Mc
1793,618,Pincel #10 Little Rose
1793,1228,Lampara sun hr-04 uv/led 248w - pink
1793,604,PINCEL 3D 2 MC
1794,500,JELLY SPA PERA PASO 2
1795,236,Bullet Rojo
1795,812,TERRACOTA
1796,236,Bullet Rojo
1796,417,Dreams Rubber Gel 5 12ml Mc
1796,857,PLATA
1797,391,Cepillo Doble Amarillo
1797,595,PASO 2 JELLY FRESA
1797,77,LIPSTIC IVETTE COVER WAPIZIMA 1oz
1798,1204,Gel Bunny
1798,500,JELLY SPA PERA PASO 2
1799,1204,Gel Bunny
1800,1204,Gel Bunny
1801,1204,Gel Bunny
1802,141,Vino Wapicolors
1803,1204,Gel Bunny
1804,1204,Gel Bunny
1805,629,Primer Adherente Sin Acido (Cuore Bond)
1805,406,Colorful Sunlight Monomero 8oz
1806,391,Cepillo Doble Amarillo
1807,1228,Lampara sun hr-04 uv/led 248w - pink
1808,1228,Lampara sun hr-04 uv/led 248w - pink
1809,157,Limaton 100/100
1810,1228,Lampara sun hr-04 uv/led 248w - pink
1811,604,PINCEL 3D 2 MC
1811,86,MONOMERO PIÑA WAPIZIMA
1812,1204,Gel Bunny
1813,1204,Gel Bunny
1814,605,PINCEL Mc Lainer #1
1814,834,HELLO BLING UP VOL1
1815,247,CL.223 5mm
1815,1056,CARACOLA MAR
1815,1134,FOTO SENSIBLE VERDE
1815,1204,Gel Bunny
1816,1204,Gel Bunny
1817,1204,Gel Bunny
1818,1204,Gel Bunny
1819,1204,Gel Bunny
1820,1204,Gel Bunny
1821,3,14 De Febrero Coleccion
1822,956,54 BLANCO HUESO
1822,112,PINK SALMON COVER WAPIZIMA 57g
1822,1204,Gel Bunny
1823,154,Jelly Cherry Pop 1 y 2
1823,595,PASO 2 JELLY FRESA
1823,391,Cepillo Doble Amarillo
1823,389,Carving Building Gel Latte Gel Solido
1824,628,Primer Adherente Mc
1824,161,ACRILICO MEDICADO 1 OZ CRYSTAL O ROSA
1824,627,Pinza Recta Decoracion Mc
1824,1001,ACETONA PURA 32OZ
1824,822,UVA
1825,622,Pincel SUPREME #4 3d Mc
1825,788,MANDARINA
1825,618,Pincel #10 Little Rose
1826,1105,DIAMOND OPAL
1827,389,Carving Building Gel Latte Gel Solido
1827,838,RUBBER FAIREST NUDE
1827,832,HELLO DOLL
1827,1204,Gel Bunny
2189,1204,Gel Bunny
2190,1228,Lampara sun hr-04 uv/led 248w - pink
2191,1228,Lampara sun hr-04 uv/led 248w - pink
2192,1228,Lampara sun hr-04 uv/led 248w - pink
2193,1228,Lampara sun hr-04 uv/led 248w - pink
2194,48,DIOSAS SELENE 1oz
2194,472,GODETE De Porcelana Grande Mc
2194,178,ESPUMA CEREZA 250ML
2194,1204,Gel Bunny
2195,135,Sany Spary Rose 240ml
2195,822,UVA
2195,940,43 CHOCOLATE CLARO
2195,1204,Gel Bunny
2196,1156,GEL MOLDING
2196,86,MONOMERO PIÑA WAPIZIMA
2196,326,ACRILICO Transparente 1oz Mc
2197,789,AZUL CRAYOLA
2197,9,ALMOND PINK WAPIZIMA 28g
2197,571,Mostrario Cristal
2198,1096,DECORACION MAR
2198,79,LUZ DE LUNA OJO DE GATO
2198,985,75 PERLA
2198,283,NL.202
2199,155,Jelly Citricos 1 Y 2
2199,112,PINK SALMON COVER WAPIZIMA 57g
2199,956,54 BLANCO HUESO
2200,105,Natural Shine
1466,27,COVER ROSE GOLD WAPIZIMA 28g
2200,157,Limaton 100/100
2200,1228,Lampara sun hr-04 uv/led 248w - pink
2201,1172,GLAM STRON-GEL
2201,353,BOMBA JELLY PERA
2201,1228,Lampara sun hr-04 uv/led 248w - pink
2201,1105,DIAMOND OPAL
2202,65,Glitter Rose Coleccion
2202,768,NARANJA NEON
2202,1228,Lampara sun hr-04 uv/led 248w - pink
2203,1228,Lampara sun hr-04 uv/led 248w - pink
2204,1228,Lampara sun hr-04 uv/led 248w - pink
2204,247,CL.223 5mm
2205,1228,Lampara sun hr-04 uv/led 248w - pink
2206,1228,Lampara sun hr-04 uv/led 248w - pink
2207,1204,Gel Bunny
2208,1204,Gel Bunny
2209,618,Pincel #10 Little Rose
2209,1204,Gel Bunny
2210,1079,CRYSTAL GLUE 30G
2210,497,Iliminous Top Gel 12ml Mc
2211,1204,Gel Bunny
2212,1204,Gel Bunny
2213,1204,Gel Bunny
2214,1228,Lampara sun hr-04 uv/led 248w - pink
2214,1192,Gel Base Traslucida Hollywood
2215,355,BOND 2 ADERENTE GC
2215,574,NATURALEZA MUERTA VARIOS COLORES
2215,1228,Lampara sun hr-04 uv/led 248w - pink
2216,1228,Lampara sun hr-04 uv/led 248w - pink
1828,1204,Gel Bunny
1829,1204,Gel Bunny
1829,626,Pinza Para Estructura Maria Cibeles
1830,466,GEL EN FRIO
1830,1204,Gel Bunny
1831,1228,Lampara sun hr-04 uv/led 248w - pink
1831,533,Long Sharp Tips Punta De Lanza Natural
1831,740,Mandil Manikura Vinil
1832,856,01 NEGRO LINNER
1833,1228,Lampara sun hr-04 uv/led 248w - pink
1834,1228,Lampara sun hr-04 uv/led 248w - pink
1835,1228,Lampara sun hr-04 uv/led 248w - pink
1835,826,GEL BUILDER
1836,1096,DECORACION MAR
1836,985,75 PERLA
1836,1228,Lampara sun hr-04 uv/led 248w - pink
1837,1228,Lampara sun hr-04 uv/led 248w - pink
1837,507,Kit Mini Mc Manicura/Pedicure (varios)
1838,1228,Lampara sun hr-04 uv/led 248w - pink
1839,1228,Lampara sun hr-04 uv/led 248w - pink
1840,1228,Lampara sun hr-04 uv/led 248w - pink
1840,155,Jelly Citricos 1 Y 2
1841,1228,Lampara sun hr-04 uv/led 248w - pink
1842,1228,Lampara sun hr-04 uv/led 248w - pink
1843,1228,Lampara sun hr-04 uv/led 248w - pink
1843,605,PINCEL Mc Lainer #1
1843,400,Coleccion Divina Mc
1844,202,Mascarilla De Piña Y Kiwi 100gr
1844,110,PETAL PINK WAPIZIMA 28g
1845,79,LUZ DE LUNA OJO DE GATO
1845,1096,DECORACION MAR
1845,960,58 BILE
1845,474,Gama E Color Full
1846,778,ROSA BARBIE
1846,1105,DIAMOND OPAL
1846,826,GEL BUILDER
1847,1001,ACETONA PURA 32OZ
1847,474,Gama E Color Full
1847,391,Cepillo Doble Amarillo
1848,1204,Gel Bunny
1849,660,Solucion Antiseptica Azul Colorful
1849,149,180/180 Sweet
1849,353,BOMBA JELLY PERA
1850,784,ROSA SALMON
1850,168,Biotina
1851,1228,Lampara sun hr-04 uv/led 248w - pink
1852,1204,Gel Bunny
1852,168,Biotina
1852,467,GEL FORM ACRILICO EN GEL WHITE
1853,1228,Lampara sun hr-04 uv/led 248w - pink
1854,1228,Lampara sun hr-04 uv/led 248w - pink
1855,1228,Lampara sun hr-04 uv/led 248w - pink
1856,1228,Lampara sun hr-04 uv/led 248w - pink
1857,1228,Lampara sun hr-04 uv/led 248w - pink
1857,236,Bullet Rojo
1858,1228,Lampara sun hr-04 uv/led 248w - pink
1859,1228,Lampara sun hr-04 uv/led 248w - pink
1860,1204,Gel Bunny
1861,1204,Gel Bunny
1862,1204,Gel Bunny
1863,1204,Gel Bunny
1864,1204,Gel Bunny
1865,1204,Gel Bunny
1866,807,ROSA BRILLANTE
1866,417,Dreams Rubber Gel 5 12ml Mc
1866,604,PINCEL 3D 2 MC
1867,65,Glitter Rose Coleccion
1868,1001,ACETONA PURA 32OZ
1868,474,Gama E Color Full
1868,1204,Gel Bunny
1868,719,PINCEL ONE STROKE #1
1869,595,PASO 2 JELLY FRESA
1869,391,Cepillo Doble Amarillo
1870,1204,Gel Bunny
1871,1204,Gel Bunny
1872,1204,Gel Bunny
1873,326,ACRILICO Transparente 1oz Mc
1873,288,P.04
1873,1204,Gel Bunny
1874,1204,Gel Bunny
1875,789,AZUL CRAYOLA
1875,797,FLAKE ROJO
1876,1228,Lampara sun hr-04 uv/led 248w - pink
1877,1228,Lampara sun hr-04 uv/led 248w - pink
1878,1228,Lampara sun hr-04 uv/led 248w - pink
1879,1228,Lampara sun hr-04 uv/led 248w - pink
1880,1228,Lampara sun hr-04 uv/led 248w - pink
1466,58,GAMA OJO DE GATO DIAMANTE REFLEJANTE
1881,1228,Lampara sun hr-04 uv/led 248w - pink
1882,1228,Lampara sun hr-04 uv/led 248w - pink
1882,1055,CAPUCCINO 2OZ
1883,474,Gama E Color Full
1883,709,AR017 CREAMY
1883,326,ACRILICO Transparente 1oz Mc
1884,112,PINK SALMON COVER WAPIZIMA 57g
1885,627,Pinza Recta Decoracion Mc
1885,352,BOMBA JELLY MANGO MC
1885,15,Atenea Diosas Coleccion
1886,733,Germ Klean Manikura
1886,719,PINCEL ONE STROKE #1
1886,1001,ACETONA PURA 32OZ
1887,389,Carving Building Gel Latte Gel Solido
1887,838,RUBBER FAIREST NUDE
1887,832,HELLO DOLL
1887,579,Ojo De Gato Gc 15
1888,657,Sal Mineral Rosa Floral
1888,417,Dreams Rubber Gel 5 12ml Mc
1889,956,54 BLANCO HUESO
1890,9,ALMOND PINK WAPIZIMA 28g
1890,789,AZUL CRAYOLA
1890,355,BOND 2 ADERENTE GC
1890,391,Cepillo Doble Amarillo
1891,733,Germ Klean Manikura
1891,719,PINCEL ONE STROKE #1
1891,466,GEL EN FRIO
1891,77,LIPSTIC IVETTE COVER WAPIZIMA 1oz
1892,1228,Lampara sun hr-04 uv/led 248w - pink
1893,1228,Lampara sun hr-04 uv/led 248w - pink
1893,533,Long Sharp Tips Punta De Lanza Natural
1894,1147,GEL BLANCO
1894,467,GEL FORM ACRILICO EN GEL WHITE
1894,1228,Lampara sun hr-04 uv/led 248w - pink
1895,1228,Lampara sun hr-04 uv/led 248w - pink
1896,791,MORADO VIOLETA
1896,297,PUNTA SILICON GDE NAIL TECH
1896,539,MIX 3
1897,507,Kit Mini Mc Manicura/Pedicure (varios)
1897,649,SOLUCION CLEAN ANTISEPTICO
1897,1228,Lampara sun hr-04 uv/led 248w - pink
1897,41,DESHIDRATADOR DE UÑAS WAPI
1898,1228,Lampara sun hr-04 uv/led 248w - pink
1898,834,HELLO BLING UP VOL1
1898,1035,BALIN ROSE GOLD MINI
1899,533,Long Sharp Tips Punta De Lanza Natural
1899,1079,CRYSTAL GLUE 30G
1900,733,Germ Klean Manikura
1900,67,Hoja Extra Fina Dorado
1900,719,PINCEL ONE STROKE #1
1900,763,Witchery Mirror
1901,1043,BASE TRASLUCIDA 07
1902,355,BOND 2 ADERENTE GC
1902,474,Gama E Color Full
1903,202,Mascarilla De Piña Y Kiwi 100gr
1903,1044,BASE TRASLUCIDA CANDY 04
1903,288,P.04
1904,306,T.11
1904,153,80/80 Sweet
1905,605,PINCEL Mc Lainer #1
1906,649,SOLUCION CLEAN ANTISEPTICO
1906,228,Steribon 1lt
1906,140,Top Coat Tokio
1907,954,53 SKIN SHINE
1908,326,ACRILICO Transparente 1oz Mc
1908,288,P.04
1908,38,Cristal 57gr
1908,629,Primer Adherente Sin Acido (Cuore Bond)
1908,114,PINK SHINE COVER WAPIZIMA 57g
1909,1204,Gel Bunny
1909,1001,ACETONA PURA 32OZ
1910,1204,Gel Bunny
1911,1204,Gel Bunny
1912,1204,Gel Bunny
1913,1204,Gel Bunny
1913,748,Pododisco 15mm
1914,1204,Gel Bunny
1915,1204,Gel Bunny
1916,1204,Gel Bunny
1917,1204,Gel Bunny
1917,834,HELLO BLING UP VOL1
1918,235,Bola Roja
1918,1007,ACRILICO AURORA PURPLE
1919,1204,Gel Bunny
1919,462,Forma Gc 100pz
1919,604,PINCEL 3D 2 MC
1920,389,Carving Building Gel Latte Gel Solido
1920,832,HELLO DOLL
1920,709,AR017 CREAMY
1921,297,PUNTA SILICON GDE NAIL TECH
1921,141,Vino Wapicolors
1921,791,MORADO VIOLETA
1922,1204,Gel Bunny
1923,353,BOMBA JELLY PERA
2217,297,PUNTA SILICON GDE NAIL TECH
2217,812,TERRACOTA
2218,58,GAMA OJO DE GATO DIAMANTE REFLEJANTE
2218,1172,GLAM STRON-GEL
2218,880,07 ROJO LINNER
2219,1044,BASE TRASLUCIDA CANDY 04
2219,202,Mascarilla De Piña Y Kiwi 100gr
2220,1204,Gel Bunny
2220,86,MONOMERO PIÑA WAPIZIMA
2221,1189,Gel Base Trasalucida Canela #2
2221,314,14 BUGAMBILIA GC NAILS
2221,799,VERDE FLAKE
2221,388,COWBOY NATURAL TIP
2222,956,54 BLANCO HUESO
2222,155,Jelly Citricos 1 Y 2
2222,417,Dreams Rubber Gel 5 12ml Mc
2223,1228,Lampara sun hr-04 uv/led 248w - pink
2224,388,COWBOY NATURAL TIP
2224,1228,Lampara sun hr-04 uv/led 248w - pink
2225,1228,Lampara sun hr-04 uv/led 248w - pink
2226,1228,Lampara sun hr-04 uv/led 248w - pink
2226,1204,Gel Bunny
2227,1204,Gel Bunny
2228,1204,Gel Bunny
2228,292,P.14
2229,1204,Gel Bunny
2229,1228,Lampara sun hr-04 uv/led 248w - pink
2230,539,MIX 3
2231,1228,Lampara sun hr-04 uv/led 248w - pink
2231,1204,Gel Bunny
2232,1228,Lampara sun hr-04 uv/led 248w - pink
2233,1228,Lampara sun hr-04 uv/led 248w - pink
2233,857,PLATA
2233,1204,Gel Bunny
2234,1204,Gel Bunny
2235,1228,Lampara sun hr-04 uv/led 248w - pink
2235,1204,Gel Bunny
2236,1204,Gel Bunny
2237,1228,Lampara sun hr-04 uv/led 248w - pink
2238,954,53 SKIN SHINE
2238,1204,Gel Bunny
2239,1228,Lampara sun hr-04 uv/led 248w - pink
2239,326,ACRILICO Transparente 1oz Mc
2240,1228,Lampara sun hr-04 uv/led 248w - pink
2240,240,C.07
2241,1228,Lampara sun hr-04 uv/led 248w - pink
2241,571,Mostrario Cristal
2242,1228,Lampara sun hr-04 uv/led 248w - pink
2243,1228,Lampara sun hr-04 uv/led 248w - pink
2244,1228,Lampara sun hr-04 uv/led 248w - pink
2245,352,BOMBA JELLY MANGO MC
2245,880,07 ROJO LINNER
2246,629,Primer Adherente Sin Acido (Cuore Bond)
2246,579,Ojo De Gato Gc 15
2247,157,Limaton 100/100
2247,65,Glitter Rose Coleccion
2248,571,Mostrario Cristal
2248,1045,BASE TRASLUCIDA MILK 08
1924,1204,Gel Bunny
1925,1204,Gel Bunny
1926,940,43 CHOCOLATE CLARO
1927,1204,Gel Bunny
1927,86,MONOMERO PIÑA WAPIZIMA
1928,1204,Gel Bunny
1929,1204,Gel Bunny
1929,733,Germ Klean Manikura
1930,1204,Gel Bunny
1931,838,RUBBER FAIREST NUDE
1931,389,Carving Building Gel Latte Gel Solido
1931,605,PINCEL Mc Lainer #1
1932,112,PINK SALMON COVER WAPIZIMA 57g
1933,1045,BASE TRASLUCIDA MILK 08
1933,571,Mostrario Cristal
1933,1055,CAPUCCINO 2OZ
1934,1228,Lampara sun hr-04 uv/led 248w - pink
1935,1204,Gel Bunny
1936,748,Pododisco 15mm
1936,960,58 BILE
1936,1228,Lampara sun hr-04 uv/led 248w - pink
1937,1228,Lampara sun hr-04 uv/led 248w - pink
1937,1204,Gel Bunny
1938,1228,Lampara sun hr-04 uv/led 248w - pink
1939,1134,FOTO SENSIBLE VERDE
1939,1056,CARACOLA MAR
1939,1228,Lampara sun hr-04 uv/led 248w - pink
1939,1204,Gel Bunny
1940,1228,Lampara sun hr-04 uv/led 248w - pink
1941,1228,Lampara sun hr-04 uv/led 248w - pink
1941,960,58 BILE
1942,1228,Lampara sun hr-04 uv/led 248w - pink
1942,832,HELLO DOLL
1943,1228,Lampara sun hr-04 uv/led 248w - pink
1944,1228,Lampara sun hr-04 uv/led 248w - pink
1945,1228,Lampara sun hr-04 uv/led 248w - pink
1946,1228,Lampara sun hr-04 uv/led 248w - pink
1947,1204,Gel Bunny
1948,1204,Gel Bunny
1948,161,ACRILICO MEDICADO 1 OZ CRYSTAL O ROSA
1949,168,Biotina
1949,1228,Lampara sun hr-04 uv/led 248w - pink
1950,1204,Gel Bunny
1951,105,Natural Shine
1951,388,COWBOY NATURAL TIP
1951,157,Limaton 100/100
1952,1204,Gel Bunny
1953,799,VERDE FLAKE
1953,1204,Gel Bunny
1954,140,Top Coat Tokio
1954,240,C.07
1954,1204,Gel Bunny
1955,149,180/180 Sweet
1955,1035,BALIN ROSE GOLD MINI
1955,660,Solucion Antiseptica Azul Colorful
1956,1204,Gel Bunny
1957,355,BOND 2 ADERENTE GC
1957,574,NATURALEZA MUERTA VARIOS COLORES
1957,627,Pinza Recta Decoracion Mc
1958,983,73 BUGAMBILIA
1958,406,Colorful Sunlight Monomero 8oz
1959,1192,Gel Base Traslucida Hollywood
1959,329,Ablandador De Cuticula Mc 4oz
1959,748,Pododisco 15mm
1960,791,MORADO VIOLETA
1960,141,Vino Wapicolors
1960,297,PUNTA SILICON GDE NAIL TECH
1961,784,ROSA SALMON
1961,114,PINK SHINE COVER WAPIZIMA 57g
1961,168,Biotina
1961,474,Gama E Color Full
1962,574,NATURALEZA MUERTA VARIOS COLORES
1962,626,Pinza Para Estructura Maria Cibeles
1963,497,Iliminous Top Gel 12ml Mc
1963,1079,CRYSTAL GLUE 30G
1963,880,07 ROJO LINNER
1963,748,Pododisco 15mm
1964,1044,BASE TRASLUCIDA CANDY 04
1964,202,Mascarilla De Piña Y Kiwi 100gr
1965,1162,GEL PLATA LUMISTIK
1966,1043,BASE TRASLUCIDA 07
1966,857,PLATA
1966,500,JELLY SPA PERA PASO 2
1966,325,ACEITE PARA MASAJES MENTA MC
1967,1105,DIAMOND OPAL
1967,826,GEL BUILDER
1467,1225,Frutos Rojos Cat Eye
1967,778,ROSA BARBIE
1967,985,75 PERLA
1968,807,ROSA BRILLANTE
1968,353,BOMBA JELLY PERA
1968,112,PINK SALMON COVER WAPIZIMA 57g
1969,454,FORMA ESCULTURAL (VERDE) CHICA 100 PZAS
1969,140,Top Coat Tokio
1969,105,Natural Shine
1969,221,Sales Minerales De Limon 1kg
1970,58,GAMA OJO DE GATO DIAMANTE REFLEJANTE
1970,1172,GLAM STRON-GEL
1970,112,PINK SALMON COVER WAPIZIMA 57g
1970,3,14 De Febrero Coleccion
1971,834,HELLO BLING UP VOL1
1971,605,PINCEL Mc Lainer #1
1971,1162,GEL PLATA LUMISTIK
1971,1204,Gel Bunny
1972,1204,Gel Bunny
1973,389,Carving Building Gel Latte Gel Solido
1973,1204,Gel Bunny
1974,1204,Gel Bunny
1975,1228,Lampara sun hr-04 uv/led 248w - pink
1976,1204,Gel Bunny
1976,1055,CAPUCCINO 2OZ
1977,154,Jelly Cherry Pop 1 y 2
1977,595,PASO 2 JELLY FRESA
1977,391,Cepillo Doble Amarillo
1977,1204,Gel Bunny
1977,1147,GEL BLANCO
1978,1134,FOTO SENSIBLE VERDE
1978,1056,CARACOLA MAR
1979,202,Mascarilla De Piña Y Kiwi 100gr
1979,110,PETAL PINK WAPIZIMA 28g
1979,788,MANDARINA
1980,768,NARANJA NEON
1981,807,ROSA BRILLANTE
1981,1175,GLITTER NEGRO FANTASY
1982,28,COVER ROSE GOLD WAPIZIMA 57g
1982,187,GEL PARA PIES CANSADOS (GRANDE) 250 ML
1982,1204,Gel Bunny
1983,462,Forma Gc 100pz
1983,221,Sales Minerales De Limon 1kg
1983,1156,GEL MOLDING
1984,1204,Gel Bunny
1984,65,Glitter Rose Coleccion
1985,28,COVER ROSE GOLD WAPIZIMA 57g
1985,187,GEL PARA PIES CANSADOS (GRANDE) 250 ML
1985,857,PLATA
1986,112,PINK SALMON COVER WAPIZIMA 57g
1986,155,Jelly Citricos 1 Y 2
1986,791,MORADO VIOLETA
1986,1204,Gel Bunny
1987,1204,Gel Bunny
1988,1204,Gel Bunny
1988,41,DESHIDRATADOR DE UÑAS WAPI
1989,1204,Gel Bunny
1990,1204,Gel Bunny
1991,1204,Gel Bunny
1992,1204,Gel Bunny
1993,1204,Gel Bunny
1994,1204,Gel Bunny
1995,1204,Gel Bunny
1996,1228,Lampara sun hr-04 uv/led 248w - pink
1997,1228,Lampara sun hr-04 uv/led 248w - pink
1997,838,RUBBER FAIREST NUDE
1998,406,Colorful Sunlight Monomero 8oz
1998,1228,Lampara sun hr-04 uv/led 248w - pink
1999,1228,Lampara sun hr-04 uv/led 248w - pink
1999,1204,Gel Bunny
2000,500,JELLY SPA PERA PASO 2
2001,826,GEL BUILDER
2001,306,T.11
2001,622,Pincel SUPREME #4 3d Mc
2002,388,COWBOY NATURAL TIP
2002,105,Natural Shine
2002,1204,Gel Bunny
2002,1156,GEL MOLDING
2003,799,VERDE FLAKE
2003,1189,Gel Base Trasalucida Canela #2
2004,1204,Gel Bunny
2005,1045,BASE TRASLUCIDA MILK 08
2005,571,Mostrario Cristal
2005,1204,Gel Bunny
2006,880,07 ROJO LINNER
2006,352,BOMBA JELLY MANGO MC
2006,1204,Gel Bunny
2007,1204,Gel Bunny
2008,628,Primer Adherente Mc
2008,1204,Gel Bunny
2009,629,Primer Adherente Sin Acido (Cuore Bond)
2009,812,TERRACOTA
2009,153,80/80 Sweet
2010,1204,Gel Bunny
2011,1162,GEL PLATA LUMISTIK
2011,605,PINCEL Mc Lainer #1
2011,838,RUBBER FAIREST NUDE
2012,959,57 BEIGE CREMA
2013,86,MONOMERO PIÑA WAPIZIMA
2013,604,PINCEL 3D 2 MC
2013,15,Atenea Diosas Coleccion
2013,306,T.11
2014,149,180/180 Sweet
2014,1035,BALIN ROSE GOLD MINI
2014,660,Solucion Antiseptica Azul Colorful
2015,105,Natural Shine
2015,388,COWBOY NATURAL TIP
2015,157,Limaton 100/100
2016,438,Exfoliante FACIAL Y CORPORAL Mc Cafe 500g
2017,1079,CRYSTAL GLUE 30G
2017,832,HELLO DOLL
2017,559,Magic Remover Dreams Mc
2018,247,CL.223 5mm
2018,1056,CARACOLA MAR
2018,784,ROSA SALMON
2018,329,Ablandador De Cuticula Mc 4oz
2019,329,Ablandador De Cuticula Mc 4oz
2019,1192,Gel Base Traslucida Hollywood
2019,789,AZUL CRAYOLA
2019,959,57 BEIGE CREMA
2020,168,Biotina
2020,114,PINK SHINE COVER WAPIZIMA 57g
2020,788,MANDARINA
2021,462,Forma Gc 100pz
2021,1156,GEL MOLDING
2249,594,PASO 2 JELLY DE MANGO TROPICAL
2249,65,Glitter Rose Coleccion
2249,1228,Lampara sun hr-04 uv/led 248w - pink
2249,985,75 PERLA
2250,594,PASO 2 JELLY DE MANGO TROPICAL
2250,65,Glitter Rose Coleccion
2250,709,AR017 CREAMY
2251,472,GODETE De Porcelana Grande Mc
2251,48,DIOSAS SELENE 1oz
2251,178,ESPUMA CEREZA 250ML
2251,1228,Lampara sun hr-04 uv/led 248w - pink
2252,1204,Gel Bunny
2253,1228,Lampara sun hr-04 uv/led 248w - pink
2254,1204,Gel Bunny
2254,1228,Lampara sun hr-04 uv/led 248w - pink
2255,1204,Gel Bunny
2255,1228,Lampara sun hr-04 uv/led 248w - pink
2256,1228,Lampara sun hr-04 uv/led 248w - pink
2257,1204,Gel Bunny
2257,983,73 BUGAMBILIA
2258,1228,Lampara sun hr-04 uv/led 248w - pink
2259,1228,Lampara sun hr-04 uv/led 248w - pink
2260,1228,Lampara sun hr-04 uv/led 248w - pink
2261,1228,Lampara sun hr-04 uv/led 248w - pink
2262,1228,Lampara sun hr-04 uv/led 248w - pink
2263,1228,Lampara sun hr-04 uv/led 248w - pink
2264,1228,Lampara sun hr-04 uv/led 248w - pink
2264,1204,Gel Bunny
2265,1228,Lampara sun hr-04 uv/led 248w - pink
2022,391,Cepillo Doble Amarillo
2022,154,Jelly Cherry Pop 1 y 2
2022,789,AZUL CRAYOLA
2023,797,FLAKE ROJO
2023,1056,CARACOLA MAR
2024,326,ACRILICO Transparente 1oz Mc
2025,789,AZUL CRAYOLA
2025,9,ALMOND PINK WAPIZIMA 28g
2026,168,Biotina
2027,357,Base Gel Novamore
2027,187,GEL PARA PIES CANSADOS (GRANDE) 250 ML
2028,202,Mascarilla De Piña Y Kiwi 100gr
2028,110,PETAL PINK WAPIZIMA 28g
