id,nombre
872,05 AZUL
873,05 ROSA LINNER
874,VERDE HOJA
875,VERDE
876,AZUL
877,06 VERDE BANDERA
878,VERDE OLIVO
879,MORADO HOLOGRAFICO
880,07 ROJO LINNER
881,07 VERDE MILITAR
882,VERDE LIMON
883,08 AMARILLO MOSTAZA
884,ROSE GOLD
885,08 VERDE HOJA
886,AMARILLO PIÑA
887,FUCSIA
888,09 VERDE LIMON
889,AMARILLO NEON
890,RAINBOWN
891,11 AMARILLO MOSTAZA
892,AMARILLO NARCISO
893,AMARILLO CARAMELO
894,12 AMARILLO PIOLIN
895,12 AMARILLO CLARO
896,LADRILLO
897,14 MOSTAZA
898,NARANJA
899,NARANJA FUEGO
900,GRANATE
901,CHERRY
902,17 PERLA
903,RUBI VITRAL
904,19 ROSA
905,ROJO SANGRE
906,ROJO AMOR
907,CEREZA
908,RASPBERRY
909,ROSA ULTRA VITRAL
910,22 UVA
911,ROSA
912,HOT PINK
913,24K GEL STAY GOLD
914,24K AURUM COLECCION
915,25 ROJO TINTO
916,25 ROSA NEON
917,26 ROJO
919,27 ROSE LIGHT
920,28 CAFE OSCURO
921,28 ZINNIA
922,29 URSULA
923,30 ORCHID
924,31 INDIGO
925,32 COBALTO
926,33 CAPRI
927,34 TURQUEZA
928,35 AZUL CLARO
929,35 MENTA
930,36 CELESTE
931,37 COFFE
932,38 CAFE MEDIO
933,39 TAWNY
934,3D PINCEL
935,40 CARAMELO
936,41 MOKA
937,41 VERDE JADE
938,42 AVELLANA
939,42 VERDE MENTA
940,43 CHOCOLATE CLARO
941,43 PALE
942,44 PINKIE
943,45 GRIS
944,45 PEACH NUDE
945,46 CREPE
946,46 ROSA BARBIE
947,47 IRON
948,48 KOALA
949,49 DORADO
950,5 EN 1
951,50 PLATA
952,51 VINO
953,52 SKIN
954,53 SKIN SHINE
955,53 TERRACOTA
956,54 BLANCO HUESO
957,55 BLANCO OSTION
958,56 UVA MANDALA
959,57 BEIGE CREMA
960,58 BILE
961,58 GRIS MERRY
962,59 AZUL NAVY
963,59 CAJETA
964,60 CIRUELA
965,60 FLAMINGO
966,61 BROW LIGHT
967,61 ROJO COMPETENCIA
968,62 AZUL REY
969,62 UVA MANDALA
970,63 AZUL VERDE
971,63 VELVET
972,64 COCONUT
973,64 COCONUT
974,65 CAPUCHINO
975,66 COCOA
976,67 CAROB
977,68 ROSA VIEJO
978,69 ROSA CORAL
979,7 KING COLOR MC
980,70 NARANJA CORAL
981,71 BLANCO ROSA
982,72 BLANCO GRIS
983,73 BUGAMBILIA
984,74 BUBLEGUM
985,75 PERLA
986,87 NARANJA OTOÑO
987,KISS ME ROJO 1OZ
988,KISS ME DORADO
989,KISS ME ROSE GOLD
990,ACRILICO ROSA 1OZ
991,ACRILICO ROSA 2OZ
992,ALICATE MANOS
993,ALICATE PIES FANTASY
994,ALMOD 4OZ
995,ALMOND DARK 2OZ
996,AURORA PINK
997,AURORA PINK FANTASY
998,ACEITE DE CUTICULA
999,ACETADO BARBIE
1000,ACETONA PURA 16OZ
1001,ACETONA PURA 32OZ
1002,ACETONA PURA 8OZ
1003,ACRILICO AURORA BOREAL
1004,ACRILICO AURORA GOLD
1005,ACRILICO AURORA GREEN
1006,ACRILICO AURORA PINK
1007,ACRILICO AURORA PURPLE
1008,ACRILICO BLANCO 1OZ
1009,ACRILICO NATURAL 1OZ
1010,ACRILICO SALON CLEAR
1011,ACTIVGEL 4OZ
1012,ACUARIA AQUA MINT 1OZ
1013,ACUARIA BLACK 1OZ
1014,ACUARIA BLUE
1015,ACUARIA BRONCE 10Z
1016,ACUARIA GOLD 1OZ
1017,ACUARIA GREEN 1OZ
1018,ACUARIA MAGENTA 1OZ
1019,ACUARIA PASTEL PINK
1020,ACUARIA PEARL 1OZ
1021,ACUARIA PURPLE 1OZ
1022,ACUARIA RED 1OZ
1023,ACUARIA ROSE BABY 1OZ
1024,ACUARIA ROSE GOLD
1025,ACUARIA SILVER 1OZ
1026,ACUARIA WHITE 1OZ
1027,ALICATE DELUX
1028,ALICATE PREMIUM
1029,ALMOD EXPRESS SOFT GEL
1030,ALMOND 1 OZ
1031,ALMOND DARK 1 OZ
1032,ALMOND MIX 1 OZ
1033,APLICADORES PARA EFECTOS
1034,BALIN PLATA
1035,BALIN ROSE GOLD MINI
1036,BALIN DORADO MINI
1037,BALIN FOTOSENSIBLE FN
1038,BARBIE COLECCION GEL
1039,BARRILITOS
1040,BARRILITOS BLANCOS MIX
1041,BARRILITOS ROSAS
1042,BASE COAT
1043,BASE TRASLUCIDA 07
1044,BASE TRASLUCIDA CANDY 04
1045,BASE TRASLUCIDA MILK 08
1046,BASE TRASLUCIDA SKIN
1047,BELLA COLECCION
1048,BUFFER CUADRADA
1049,BUFFER SPONGE 100/180
1050,BLEDO FANTASY
1051,BLOOMING FANTASY
1052,BRATS COLECCION
1053,BROW 1OZ
1054,BROW 2OZ
1055,CAPUCCINO 2OZ
1056,CARACOLA MAR
1057,CARIÑOSITOS
1058,CARNAVAL COLECCION GEL
1059,CASCA NUECES GEL GAMA
1060,CAT EYE COLECCION GEL
1061,CAT VITRAL COLECCION
1062,CINTA DOBLE CARA
1063,CLEAR GASAS
1064,CLEAR SALON 4OZ
1065,HOJA DE ORO COBRE
1066,COLLECTION AFRODITA
1067,CORTA UÑAS ROSAS
1068,COSMIC COLECCION
1069,COVER ALMOND 2OZ
1070,COVER PETAL SHINE 2OZ
1071,COVER PINK 2OZ
1072,COVER PINK 1OZ
1073,COWBOY CRISTAL
1074,COWBOY NAILS TIPS
1075,CRAZY DUST COLECCION
1076,CRISTAL 2OZ
1077,CRISTALES MIX
1078,CRISTALES FANTASY
1079,CRYSTAL GLUE 30G
1080,CAMPOS COLORES VARIOS
1081,CAPUCCINO 1OZ
1082,CARRUCEL MAR
1083,CHESTNUT POLYGEL
1084,CLEAR 1OZ
1085,CLEAR MIX
1086,COCOA POLYGEL
1087,COFFIN XXL
1088,COJIN BESO
1089,COLECCION CREAM ALMOD
1090,COLECCION MONARCA 2
1091,CONCHA NACAR
1092,CONITO
1093,CORTA TIPS
1094,CUBREBOCAS
1095,DARK SKY
1096,DECORACION MAR
1097,DECORACION NAVIDEÑA
1098,DIJE CHERRY
1099,DORADO 49
1100,DRILL GLITTER INALAMBRICO
1101,DULCES BESOS GEL
1102,DARK NUDE POLYGEL
1103,DECORACION DE FLORES 3D COLORES
1104,DECORACION KAWAI
1105,DIAMOND OPAL
1106,DIAMOND ORO
1107,DIJE FLORES
1108,DUAL FORM 288 TIPS
1109,DUSTY ROSE
1110,EFECTO AURORA ARCOIRIS
1111,EFECTO CAMALEON FANTASY
1112,EFECTO ESPEJO PURPLE
1113,EFECTO ESPEJO UNICORNIO
1114,EFECTO UNICORNIO CAMALEON
1115,EFECTO FANTASY VARIOS
1116,ESPONJA DIFUMINADORA
1117,ESTRELLA Y CONCHA DE MAR
1118,EXTRACTOR DE POLVO FANTASY
1120,FINAL WIPE
1121,FLAKES RUBBER
1122,FLOWERS COLECCION
1123,FOIL DORADO
1124,FOIL MULTICOLOR
1125,FOIL PLATA
1126,FOSFORECENTE COLECCION FANTASY
1127,FOTO SENSIBLE PLATA
1128,FRUTITAS OJITOS ENCAPSULAR
1130,FLAKE PASTEL 1OZ
1131,FLASH BACK DORADO NEGRO PLATA
1132,FORMA ESCULTURAL #7 MARIPOSA
1133,FORMAS #12 FANTASY
1134,FOTO SENSIBLE VERDE
1135,FOTO SENSIBLE DORADO
1136,FOTO SENSIBLE MORADO
1137,FOTO SENSIBLE NEGRO
1138,FOTO SENSIBLE AZUL
1139,FOTO SENSIBLE CAFE
1140,FOTO SENSIBLE ROJO
1141,FOTO SENSIBLE ROSA
1142,FOTO SENSIBLE ROSE GOLD
1143,FRUTOS ROJOS
1144,GAMA FROZEN
1145,GASAS LIMPIADORAS NAIL CLEAN
1146,GEL AURORA COBRE GOLD PINK
1147,GEL BLANCO
1148,GEL CAT COPPERY GOLD
1149,GEL CAT EYE RED FANTASY
1150,GEL CAT EYE UNICORNIO
1151,GEL ESPECIAL PARA EFECTOS
1152,GEL GLITTER 204 FANTASY
1153,GEL HOLOGRAFICO 10 RAINBOW GOLD
1154,GEL HOLOGRAFICO FUCSIA 09
1155,GEL LINNER STEEL MIRROR METAL
1156,GEL MOLDING
1157,GEL MOON BLUE
1158,GEL MOON GOLD
1159,GEL MOON GREEN
1160,GEL MOON PINK
1161,GEL MOON PURPLE
1162,GEL PLATA LUMISTIK
1163,GEL PLATIMUN
1164,GEL PLATINUM PINK
1165,GEL REMOLINO 5D BLANCO
1166,GEL SKING SHINE SUELTO
1167,GEL SPAIDER BLANCO
1168,GEL SPAIDER NEGRO
1169,GEL UNICORNIO
1170,GEL WAVE LINER (RELIVES) FANTASY
1171,GLAM STRON PLUS
1172,GLAM STRON-GEL
1173,GLARE GEL FINALIZADOR DE MAXIMO BRILLO
1174,GLITTER GOLD AB
1175,GLITTER NEGRO FANTASY
1176,GLITTER RAIBOW
1177,GLITTER RED
1178,GLITTER ROSE GOLD
1179,GLITTER SAND
1180,GLITTER SILVER
1181,GLITTER SILVER AB
1182,GLOW COLECCION
1183,GUANTES M FANTASY
1184,GUANTES S FANATSY
1185,GUMMY FANTASY
1186,Galaxi Gel
1187,Gama Black Coffee
1188,Gasas Chinas
1189,Gel Base Trasalucida Canela #2
1190,Gel Base Traslucida #4 Candy
1191,Gel Base Traslucida #5 Dusty
1192,Gel Base Traslucida Hollywood
1193,Gel Base Traslucida Natural 03
1194,Gel Base Traslucida Pale
1195,Gel Base Traslucida Peach 06
1196,Gel Base Traslucida Skin 1
1197,Gel Cat Eye Gold
1198,Gel Cat Eye Pink Fantasy
1199,Gel Cat Eye Rose Gold
1200,Gel Cat Eye Rossilver
1201,Gel Cat Eye Silver Fantasy
1202,Gel Cat Eye Space Jupiter Fn
1211,´pusher p12
10,Acetato Corazon Colores Varios
1215,Exfoliante Café
1,10 Rojo Wapizima
1214,Sterimax
1204,Gel Bunny
1217,Acri-Gel
1218,Modelingg Polygell
1229,Gel Platinum
1219,Sanitizer
1220,Gel Form 
1216,Base Rubber
1213,Exfoliante Berry
1212,Exfoliante Shalqui 
1210,Exfoliante en Gel Lima & Limón
1223,Gel Aurora pink
1224,SENS Monómero
1225,Frutos Rojos Cat Eye
1226,Tropical Gummy Cat Eye
1227,Lámpara LED UV 
1228,Lampara sun hr-04 uv/led 248w - pink
1230,Polvo acrílico profesional 
416,Dreams Rubber Gel 1 12ml Mc
367,Borrador De Lineas Mc
